year,agency_code,asm_option,subgroup,ma_score,ma_score_masking,ma_grade,rd_score,rd_score_masking,rd_grade,sc_score,sc_score_masking,m1_score,m1_score_masking,e2_score,e2_score_masking,bi_score,bi_score_masking,act_score,act_score_masking,wk_score,wk_score_masking,mcr_score,mcr_score_masking,cgrs_score,cgrs_score_masking,ach_score,ach_score_masking,eg_status,eg_score,spg_score,spg_grade,ma_spg_score,rd_spg_score,ma_eg_status,rd_eg_status,ma_eg_score,rd_eg_score
2017,840358,,ALL,42.0,,D,57.0,,C,64.0,,95.0,1.0,,,,,,,,,,,,,53.0,,Met,77.2,58.0,C,49.0,63.0,Met,Met,75.6,83.3
2017,840360,,ALL,50.0,,D,48.0,,D,56.0,,,,,,,,,,,,,,,,50.0,,NotMet,55.4,51.0,D,51.0,52.0,NotMet,NotMet,54.0,68.1
2017,840361,,ALL,,,,,,,,,87.0,,91.0,,72.0,,91.0,,,,95.0,1.0,95.0,,89.0,,Met,76.1,86.0,A,,,,,,
2017,840368,,ALL,,,,,,,,,61.0,,68.0,,66.0,,55.0,,70.0,,94.0,,88.0,,73.0,,Exceeded,90.3,76.0,B,,,,,,
2017,840370,Y,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,850304,,ALL,54.0,,C,57.0,,C,81.0,,95.0,1.0,,,,,,,,,,,,,60.0,,NotMet,57.3,59.0,C,55.0,58.0,NotMet,NotMet,61.0,61.4
2017,850312,,ALL,53.0,,C,48.0,,D,58.0,,,,,,,,,,,,,,,,52.0,,Met,79.7,57.0,C,58.0,54.0,Met,Met,77.0,80.3
2017,850314,,ALL,74.0,,B,73.0,,B,93.0,,,,,,,,,,,,,,,,76.0,,Met,80.0,77.0,B,74.0,75.0,Met,Met,72.1,81.6
2017,850316,,ALL,68.0,,B,62.0,,C,71.0,,,,,,,,,,,,,,,,66.0,,Exceeded,86.5,70.0,B,72.0,66.0,Exceeded,Met,86.6,84.7
2017,850320,,ALL,59.0,,C,69.0,,B,93.0,,,,,,,,,,,,,,,,68.0,,Met,84.9,71.0,B,63.0,72.0,Met,Met,80.2,84.7
2017,850324,Y,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,850328,,ALL,79.0,,B,55.0,,C,92.0,,,,,,,,,,,,,,,,72.0,,Met,74.5,72.0,B,76.0,60.0,NotMet,Met,62.2,79.3
2017,850332,,ALL,,,,,,,,,58.0,,65.0,,47.0,,60.0,,85.0,,95.0,1.0,95.0,,72.0,,Met,82.6,74.0,B,,,,,,
2017,850336,,ALL,68.0,,C,61.0,,C,73.0,,,,,,,,,,,,,,,,66.0,,Met,74.1,67.0,C,68.0,64.0,Met,Met,70.4,76.0
2017,850338,,ALL,51.0,,D,58.0,,C,82.0,,94.0,,,,,,,,,,,,,,59.0,,NotMet,57.8,59.0,C,53.0,60.0,NotMet,Met,57.7,71.4
2017,850340,,ALL,70.0,,B,66.0,,C,88.0,,,,,,,,,,,,,,,,71.0,,Met,80.6,73.0,B,72.0,68.0,Met,Met,80.5,79.0
2017,850342,,ALL,69.0,,B,63.0,,C,75.0,,,,,,,,,,,,,,,,67.0,,Met,78.5,69.0,C,70.0,66.0,Met,Met,76.5,80.7
2017,850348,,ALL,86.0,,A,62.0,,C,69.0,,,,,,,,,,,,,,,,73.0,,Met,83.6,75.0,B,87.0,65.0,Exceeded,Met,87.0,80.6
2017,850350,,ALL,37.0,,D,57.0,,C,77.0,,95.0,1.0,,,,,,,,,,,,,53.0,,NotMet,61.9,55.0,C,41.0,62.0,NotMet,Met,56.1,82.0
2017,850352,,ALL,,,,,,,,,59.0,,57.0,,46.0,,60.0,,75.0,,95.0,1.0,89.0,,71.0,,Met,77.9,72.0,B,,,,,,
2017,850354,,ALL,57.0,,C,50.0,,C,56.0,,,,,,,,,,,,,,,,54.0,,NotMet,59.1,55.0,C,57.0,55.0,NotMet,Met,56.8,77.2
2017,850356,,ALL,74.0,,B,62.0,,C,70.0,,,,,,,,,,,,,,,,68.0,,Met,81.3,71.0,B,75.0,66.0,Met,Met,77.6,83.3
2017,850358,,ALL,,,,,,,,,49.0,,58.0,,46.0,,72.0,,69.0,,95.0,1.0,91.0,,68.0,,NotMet,54.7,65.0,C,,,,,,
2017,850360,,ALL,,,,,,,,,79.0,,92.0,,77.0,,91.0,,,,95.0,1.0,95.0,1.0,89.0,,Met,74.9,86.0,A,,,,,,
2017,860302,,ALL,73.0,,B,64.0,,C,88.0,,,,,,,,,,,,,,,,71.0,,Met,84.9,74.0,B,75.0,67.0,Exceeded,Met,86.6,80.3
2017,860306,,ALL,63.0,,C,60.0,,C,73.0,,95.0,1.0,,,,,,,,,,,,,64.0,,Exceeded,89.2,69.0,C,69.0,64.0,Exceeded,Met,95.0,81.3
2017,860308,,ALL,73.0,,B,63.0,,C,77.0,,,,,,,,,,,,,,,,69.0,,Met,77.4,71.0,B,74.0,67.0,Met,Met,75.3,79.9
2017,860312,,ALL,76.0,,B,71.0,,B,79.0,,,,,,,,,,,,,,,,75.0,,Met,80.1,76.0,B,76.0,73.0,Met,Met,76.0,81.3
2017,860316,,ALL,,,,,,,,,64.0,,65.0,,72.0,,72.0,,77.0,,95.0,1.0,94.0,,78.0,,Met,78.9,78.0,B,,,,,,
2017,860320,,ALL,78.0,,B,67.0,,B,85.0,,,,,,,,,,,,,,,,74.0,,Exceeded,86.2,76.0,B,80.0,70.0,Exceeded,Met,85.6,83.8
2017,860324,,ALL,61.0,,C,63.0,,C,80.0,,,,,,,,,,,,,,,,64.0,,Met,84.8,68.0,C,64.0,68.0,Met,Exceeded,75.5,85.7
2017,860326,,ALL,57.0,,C,67.0,,C,92.0,,95.0,1.0,,,,,,,,,,,,,67.0,,NotMet,66.7,67.0,C,60.0,67.0,Met,NotMet,75.7,64.3
2017,860330,,ALL,46.0,,D,55.0,,C,73.0,,95.0,1.0,,,,,,,,,,,,,56.0,,NotMet,66.2,58.0,C,51.0,59.0,Met,Met,70.8,77.2
2017,860332,,ALL,59.0,,C,63.0,,C,67.0,,,,,,,,,,,,,,,,62.0,,Met,83.4,66.0,C,63.0,67.0,Met,Met,83.0,82.0
2017,860336,,ALL,,,,,,,,,55.0,,58.0,,42.0,,45.0,,60.0,,95.0,1.0,86.0,,65.0,,Met,75.7,67.0,C,,,,,,
2017,860339,,ALL,75.0,,B,71.0,,B,83.0,,,,,,,,,,,,,,,,74.0,,Met,82.3,76.0,B,76.0,73.0,Met,Met,80.7,82.0
2017,860340,,ALL,64.0,,C,69.0,,B,92.0,,95.0,1.0,,,,,,,,,,,,,71.0,,Met,80.9,73.0,B,66.0,72.0,Met,Met,74.3,83.4
2017,860344,,ALL,74.0,,B,70.0,,B,84.0,,,,,,,,,,,,,,,,74.0,,Met,84.7,76.0,B,76.0,73.0,Met,Met,81.6,84.4
2017,860348,,ALL,87.0,,B,81.0,,B,87.0,,,,,,,,,,,,,,,,84.0,,Met,71.2,82.0,B,83.0,80.0,NotMet,Met,68.5,78.8
2017,860352,,ALL,,,,,,,,,76.0,,55.0,,53.0,,50.0,,74.0,,95.0,1.0,93.0,,70.0,,Met,81.1,72.0,B,,,,,,
2017,860354,,ALL,,,,,,,,,94.0,,94.0,,93.0,,88.0,,95.0,1.0,95.0,1.0,95.0,1.0,95.0,,Exceeded,91.9,94.0,A+NG,,,,,,
2017,860356,,ALL,59.0,,C,59.0,,C,70.0,,,,,,,,,,,,,,,,61.0,,Met,77.6,64.0,C,62.0,64.0,Met,Met,72.6,81.1
2017,860360,,ALL,73.0,,B,67.0,,C,94.0,,,,,,,,,,,,,,,,73.0,,Met,79.1,74.0,B,75.0,68.0,Met,Met,82.8,71.2
2017,861304,,ALL,67.0,,C,76.0,,B,78.0,,,,,,,,,,,,,,,,72.0,,Met,72.3,72.0,B,67.0,77.0,NotMet,Met,67.3,81.1
2017,861308,,ALL,,,,,,,,,77.0,,75.0,,71.0,,72.0,,85.0,,95.0,1.0,94.0,,81.0,,Exceeded,92.5,83.0,B,,,,,,
2017,861312,,ALL,60.0,,C,67.0,,B,86.0,,95.0,1.0,,,,,,,,,,,,,70.0,,Exceeded,85.3,73.0,B,65.0,70.0,Exceeded,Met,87.0,80.5
2017,862310,,ALL,65.0,,B,58.0,,C,90.0,,,,,,,,,,,,,,,,66.0,,Exceeded,95.6,72.0,B,71.0,64.0,Exceeded,Exceeded,95.7,85.6
2017,862312,,ALL,,,,,,,,,71.0,,68.0,,64.0,,73.0,,85.0,,95.0,1.0,88.0,,77.0,,Exceeded,86.7,79.0,B,,,,,,
2017,862316,,ALL,55.0,,C,61.0,,C,76.0,,95.0,1.0,,,,,,,,,,,,,62.0,,Met,78.0,65.0,C,60.0,64.0,Met,Met,81.3,76.8
2017,870314,,ALL,,,,,,,,,45.0,,48.0,,41.0,,56.0,,79.0,,94.0,,83.0,,62.0,,NotMet,57.2,61.0,C,,,,,,
2017,870318,,ALL,47.0,,D,57.0,,C,77.0,,95.0,1.0,,,,,,,,,,,,,56.0,,NotMet,60.0,57.0,C,50.0,60.0,NotMet,NotMet,65.9,69.9
2017,870320,,ALL,69.0,,B,61.0,,C,65.0,,,,,,,,,,,,,,,,65.0,,Met,82.9,68.0,C,70.0,66.0,Met,Exceeded,77.3,85.8
2017,870324,,ALL,59.0,,C,58.0,,C,82.0,,,,,,,,,,,,,,,,62.0,,Met,82.5,66.0,C,63.0,63.0,Met,Met,80.8,83.0
2017,880304,,ALL,68.0,,C,62.0,,C,76.0,,,,,,,,,,,,,,,,67.0,,Met,78.4,69.0,C,69.0,66.0,Met,Met,75.0,81.5
2017,880308,,ALL,,,,,,,,,77.0,,65.0,,50.0,,71.0,,70.0,,92.0,,95.0,,73.0,,NotMet,58.2,70.0,B,,,,,,
2017,880312,,ALL,59.0,,C,64.0,,C,72.0,,95.0,1.0,,,,,,,,,,,,,64.0,,Met,72.5,65.0,C,64.0,65.0,Met,Met,82.7,71.7
2017,880318,,ALL,64.0,,C,61.0,,C,66.0,,,,,,,,,,,,,,,,63.0,,NotMet,68.5,64.0,C,66.0,64.0,Met,Met,74.9,73.4
2017,880320,Y,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,880324,,ALL,76.0,,B,76.0,,B,81.0,,,,,,,,,,,,,,,,77.0,,Met,77.7,77.0,B,76.0,77.0,Met,Met,72.9,81.5
2017,880328,,ALL,,,,,,,,,48.0,,54.0,,49.0,,64.0,,62.0,,95.0,1.0,95.0,1.0,66.0,,NotMet,65.4,66.0,C,,,,,,
2017,880330,,ALL,55.0,,C,65.0,,C,76.0,,95.0,1.0,,,,,,,,,,,,,63.0,,NotMet,66.8,64.0,C,58.0,66.0,Met,NotMet,71.2,66.4
2017,880336,,ALL,79.0,,B,78.0,,B,85.0,,,,,,,,,,,,,,,,80.0,,Met,74.4,78.0,B,80.0,77.0,Met,Met,80.2,74.0
2017,890304,,ALL,,,,,,,,,35.0,,42.0,,34.0,,49.0,,94.0,,95.0,1.0,92.0,,60.0,,Met,74.6,63.0,C,,,,,,
2017,890306,,ALL,41.0,,D,56.0,,C,95.0,,75.0,,,,,,,,,,,,,,56.0,,Exceeded,88.3,62.0,C,49.0,62.0,Met,Exceeded,81.6,86.1
2017,890308,,ALL,40.0,,D,51.0,,C,52.0,,,,,,,,,,,,,,,,46.0,,Met,74.8,52.0,D,48.0,56.0,Met,Met,80.3,75.1
2017,910304,,ALL,82.0,,B,65.0,,C,81.0,,,,,,,,,,,,,,,,74.0,,NotMet,63.0,72.0,B,76.0,67.0,NotMet,Met,56.4,79.0
2017,910308,,ALL,53.0,,D,39.0,,D,47.0,,,,,,,,,,,,,,,,46.0,,NotMet,55.0,48.0,D,54.0,43.0,NotMet,NotMet,59.1,58.9
2017,910311,,ALL,78.0,,B,55.0,,C,94.0,,,,,,,,,,,,,,,,70.0,,Met,75.6,71.0,B,74.0,60.0,NotMet,Met,59.1,81.8
2017,910314,,ALL,63.0,,C,42.0,,D,45.0,,,,,,,,,,,,,,,,51.0,,Met,76.5,56.0,C,67.0,48.0,Exceeded,Met,85.8,73.5
2017,910316,,ALL,14.0,,F,33.0,,F,38.0,,67.0,,,,,,,,,,,,,,26.0,,NotMet,54.0,32.0,F,23.0,39.0,NotMet,NotMet,57.8,62.0
2017,910320,,ALL,26.0,,F,27.0,,F,61.0,,51.0,,,,,,,,,,,,,,32.0,,NotMet,58.6,37.0,F,34.0,35.0,NotMet,NotMet,65.0,64.7
2017,910340,,ALL,41.0,,D,38.0,,D,54.0,,,,,,,,,,,,,,,,41.0,,NotMet,59.3,45.0,D,45.0,45.0,NotMet,NotMet,60.3,69.1
2017,910346,,ALL,46.0,,D,44.0,,D,42.0,,,,,,,,,,,,,,,,45.0,,Met,80.8,52.0,D,54.0,51.0,Met,Met,84.3,79.2
2017,910356,,ALL,66.0,,C,43.0,,D,67.0,,,,,,,,,,,,,,,,56.0,,NotMet,63.4,57.0,C,68.0,47.0,Met,NotMet,75.0,63.7
2017,910360,,ALL,21.0,,F,24.0,,F,21.0,,,,,,,,,,,,,,,,22.0,,NotMet,56.3,29.0,F,30.0,31.0,NotMet,NotMet,66.4,58.4
2017,910364,,ALL,,,,,,,,,27.0,,24.0,,34.0,,18.0,,63.0,,95.0,1.0,80.0,,49.0,,NotMet,67.5,53.0,D,,,,,,
2017,910368,Y,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,910370,,ALL,,,,,,,,,20.0,,37.0,,19.0,,28.0,,53.0,,95.0,1.0,82.0,,48.0,,NotMet,50.0,48.0,D,,,,,,
2017,910376,,ALL,63.0,,C,46.0,,D,66.0,,,,,,,,,,,,,,,,56.0,,Exceeded,85.0,62.0,C,68.0,54.0,Exceeded,Met,86.7,82.9
2017,910380,,ALL,60.0,,C,53.0,,C,78.0,,,,,,,,,,,,,,,,59.0,,Exceeded,87.7,65.0,C,66.0,59.0,Exceeded,Met,86.4,83.4
2017,910382,,ALL,,,,,,,,,73.0,,91.0,,77.0,,71.0,,,,95.0,1.0,95.0,1.0,85.0,,Exceeded,92.0,86.0,A,,,,,,
2017,910384,,ALL,56.0,,C,75.0,,B,92.0,,66.0,,,,,,,,,,,,,,69.0,,NotMet,52.6,66.0,C,56.0,74.0,NotMet,Met,55.0,70.4
2017,930330,,ALL,39.0,,D,43.0,,D,50.0,,,,,,,,,,,,,,,,42.0,,Met,70.3,48.0,D,44.0,50.0,NotMet,Met,63.7,80.3
2017,930340,,ALL,33.0,,D,49.0,,C,62.0,,,,,,,,,,,,,,,,44.0,,Met,74.4,50.0,D,40.0,56.0,NotMet,Met,68.2,81.4
2017,930344,,ALL,56.0,,C,48.0,,D,80.0,,,,,,,,,,,,,,,,56.0,,Met,73.9,60.0,C,58.0,54.0,NotMet,Met,65.0,80.7
2017,930348,,ALL,63.0,,C,66.0,,C,62.0,,,,,,,,,,,,,,,,64.0,,Met,71.4,65.0,C,65.0,68.0,Met,Met,76.0,75.6
2017,930352,,ALL,,,,,,,,,14.0,,35.0,,6.0,,28.0,,50.0,,95.0,1.0,79.0,,42.0,,NotMet,51.4,44.0,D,,,,,,
2017,930354,,ALL,22.0,,F,44.0,,D,57.0,,82.0,,,,,,,,,,,,,,38.0,,NotMet,68.9,44.0,D,29.0,53.0,NotMet,Exceeded,58.8,86.7
2017,930360,,ALL,,,,,,,,,83.0,,85.0,,71.0,,79.0,,,,95.0,1.0,80.0,,81.0,,Exceeded,95.5,84.0,B,,,,,,
2017,930700,,ALL,,,,,,,,,35.0,,72.0,,54.0,,59.0,,,,95.0,1.0,84.0,,67.0,,Met,83.8,70.0,B,,,,,,
2017,940306,,ALL,44.0,,D,44.0,,D,57.0,,,,,,,,,,,,,,,,46.0,,Met,77.4,52.0,D,51.0,51.0,Met,Met,79.2,77.6
2017,940308,,ALL,22.0,,F,46.0,,D,55.0,,44.0,,56.0,,30.0,,18.0,,67.0,,95.0,,91.0,,45.0,,NotMet,64.0,49.0,D,31.0,51.0,NotMet,Met,67.5,72.3
2017,940314,,ALL,37.0,,D,42.0,,D,51.0,,,,,,,,,,,,,,,,41.0,,NotMet,57.8,44.0,D,41.0,48.0,NotMet,Met,58.6,70.7
2017,940316,,ALL,,,,,,,,,29.0,,33.0,,25.0,,15.0,,61.0,,95.0,1.0,77.0,,45.0,,NotMet,58.6,47.0,D,,,,,,
2017,940328,,ALL,30.0,,D,41.0,,D,67.0,,94.0,,,,,,,,,,,,,,42.0,,Exceeded,90.8,52.0,D,42.0,51.0,Exceeded,Exceeded,87.4,89.0
2017,94Z000,,ALL,,,,,,,,,68.0,,79.0,,68.0,,69.0,,93.0,,95.0,1.0,77.0,,78.0,,NotMet,67.6,76.0,B,,,,,,
2017,950308,,ALL,50.0,,C,63.0,,C,67.0,,95.0,1.0,,,,,,,,,,,,,59.0,,Met,83.4,64.0,C,57.0,66.0,Exceeded,Met,86.7,80.3
2017,950312,,ALL,79.0,,B,81.0,,B,88.0,,95.0,1.0,,,,,,,,,,,,,82.0,,Exceeded,90.9,84.0,B,81.0,82.0,Exceeded,Exceeded,87.9,85.7
2017,950316,,ALL,72.0,,B,70.0,,B,76.0,,95.0,1.0,,,,,,,,,,,,,72.0,,Met,80.5,74.0,B,73.0,73.0,Met,Met,78.1,84.7
2017,950320,,ALL,56.0,,C,62.0,,C,72.0,,,,,,,,,,,,,,,,61.0,,Met,75.0,64.0,C,59.0,66.0,Met,Met,70.7,82.3
2017,950322,,ALL,74.0,,B,74.0,,B,78.0,,95.0,1.0,,,,,,,,,,,,,75.0,,Met,82.3,76.0,B,75.0,76.0,Met,Met,80.9,84.6
2017,950324,,ALL,57.0,,C,70.0,,B,70.0,,,,,,,,,,,,,,,,64.0,,Exceeded,86.1,69.0,C,63.0,72.0,Exceeded,Met,86.2,83.8
2017,950328,,ALL,66.0,,C,73.0,,B,88.0,,95.0,1.0,,,,,,,,,,,,,72.0,,Met,78.0,74.0,B,69.0,73.0,Met,Met,79.9,76.9
2017,950332,,ALL,55.0,,C,71.0,,B,78.0,,88.0,,,,,,,,,,,,,,66.0,,Met,81.1,69.0,C,61.0,73.0,Met,Met,82.2,82.4
2017,950336,,ALL,,,,,,,,,63.0,,72.0,,57.0,,80.0,,75.0,,95.0,1.0,90.0,,76.0,,NotMet,63.5,74.0,B,,,,,,
2017,950338,,ALL,,,,,,,,,63.0,,75.0,,63.0,,78.0,,66.0,,95.0,1.0,95.0,1.0,76.0,,Met,74.6,76.0,B,,,,,,
2017,960312,,ALL,24.0,,F,28.0,,F,41.0,,67.0,,,,,,,,,,,,,,30.0,,NotMet,58.2,35.0,F,32.0,36.0,NotMet,NotMet,66.8,68.1
2017,960314,,ALL,39.0,,D,32.0,,D,,,,,,,,,,,,,,,,,36.0,,NotMet,65.8,42.0,D,43.0,40.0,NotMet,Met,61.4,73.9
2017,960316,,ALL,43.0,,D,44.0,,D,,,,,,,,,,,,,,,,,44.0,,Met,78.8,51.0,D,50.0,51.0,Met,Met,75.6,80.7
2017,960318,,ALL,19.0,,F,29.0,,F,32.0,,,,,,,,,,,,,,,,25.0,,NotMet,56.8,31.0,F,27.0,37.0,NotMet,NotMet,57.5,69.2
2017,960324,,ALL,,,,,,,,,52.0,,55.0,,43.0,,58.0,,92.0,,95.0,1.0,89.0,,68.0,,NotMet,56.0,66.0,C,,,,,,
2017,960326,,ALL,6.0,,F,19.0,,F,21.0,,41.0,,,,,,,,,,,,,,15.0,,Met,70.0,26.0,F,20.0,31.0,Met,Met,73.8,81.4
2017,960329,,ALL,30.0,,F,42.0,,D,37.0,,,,,,,,,,,,,,,,36.0,,NotMet,59.6,41.0,D,38.0,48.0,Met,Met,70.3,70.1
2017,960330,,ALL,,,,,,,,,37.0,,47.0,,41.0,,37.0,,81.0,,95.0,1.0,93.0,,59.0,,NotMet,65.5,60.0,C,,,,,,
2017,960331,,ALL,32.0,,D,47.0,,D,62.0,,95.0,1.0,,,,,,,,,,,,,44.0,,Met,72.9,50.0,D,40.0,54.0,NotMet,Met,68.8,81.9
2017,960332,Y,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,960334,,ALL,54.0,,C,60.0,,C,73.0,,,,,,,,,,,,,,,,60.0,,Met,81.6,64.0,C,57.0,65.0,NotMet,Exceeded,66.2,85.8
2017,960335,,ALL,,,,,,,,,9.0,,17.0,,15.0,,14.0,,70.0,,95.0,1.0,81.0,,38.0,,NotMet,59.3,42.0,D,,,,,,
2017,960336,,ALL,67.0,,B,51.0,,D,,,,,,,,,,,,,,,,,59.0,,Exceeded,85.5,64.0,C,73.0,54.0,Exceeded,NotMet,96.8,68.2
2017,960338,,ALL,32.0,,F,46.0,,D,55.0,,71.0,,,,,,,,,,,,,,43.0,,NotMet,50.0,44.0,D,36.0,49.0,NotMet,NotMet,50.0,65.0
2017,960340,,ALL,43.0,,D,52.0,,C,61.0,,95.0,1.0,,,,,,,,,,,,,50.0,,Met,81.2,57.0,C,51.0,57.0,Met,Met,84.4,79.1
2017,960344,,ALL,59.0,,C,54.0,,C,,,,,,,,,,,,,,,,,57.0,,Exceeded,90.2,63.0,C,66.0,60.0,Exceeded,Met,91.5,84.8
2017,960348,,ALL,32.0,,D,45.0,,D,65.0,,92.0,,,,,,,,,,,,,,45.0,,Met,81.6,52.0,D,42.0,50.0,Met,Met,84.7,73.2
2017,960360,,ALL,53.0,,C,57.0,,C,80.0,,95.0,1.0,,,,,,,,,,,,,60.0,,Exceeded,93.8,66.0,C,62.0,62.0,Exceeded,Met,97.0,81.8
2017,960370,,ALL,48.0,,D,54.0,,C,60.0,,,,,,,,,,,,,,,,52.0,,NotMet,67.0,55.0,C,54.0,56.0,Met,NotMet,79.9,64.6
2017,960372,,ALL,,,,,,,,,48.0,,52.0,,52.0,,61.0,,79.0,,95.0,1.0,83.0,,66.0,,NotMet,62.3,66.0,C,,,,,,
2017,960374,,ALL,50.0,,C,57.0,,C,78.0,,95.0,1.0,,,,,,,,,,,,,59.0,,Exceeded,90.4,65.0,C,59.0,62.0,Exceeded,Met,93.3,81.3
2017,960380,,ALL,,,,,,,,,26.0,,34.0,,22.0,,30.0,,73.0,,95.0,1.0,76.0,,49.0,,NotMet,50.0,49.0,D,,,,,,
2017,960382,,ALL,52.0,,C,42.0,,D,,,,,,,,,,,,,,,,,47.0,,Met,76.9,53.0,D,55.0,50.0,NotMet,Met,66.8,82.6
2017,960386,,ALL,,,,,,,,,46.0,,46.0,,46.0,,48.0,,86.0,,95.0,1.0,85.0,,63.0,,Exceeded,90.8,69.0,C,,,,,,
2017,960387,,ALL,49.0,,C,48.0,,D,67.0,,95.0,1.0,,,,,,,,,,,,,53.0,,Exceeded,85.9,60.0,C,57.0,54.0,Exceeded,Met,89.3,76.7
2017,960388,,ALL,55.0,,C,50.0,,D,54.0,,,,,,,,,,,,,,,,53.0,,NotMet,64.2,55.0,C,59.0,53.0,Met,NotMet,78.0,65.4
2017,960450,,ALL,57.0,,C,56.0,,C,60.0,,,,,,,,,,,,,,,,57.0,,Met,77.6,61.0,C,62.0,61.0,Met,Met,80.8,79.6
2017,960454,,ALL,52.0,,C,56.0,,C,73.0,,,,,,,,,,,,,,,,56.0,,Exceeded,85.9,62.0,C,57.0,62.0,Met,Exceeded,80.8,86.4
2017,960488,Y,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,960490,,ALL,,,,,,,,,86.0,,90.0,,95.0,1.0,86.0,,,,95.0,1.0,92.0,,92.0,,Exceeded,92.5,92.0,A,,,,,,
2017,960700,,ALL,64.0,,C,87.0,,A,95.0,1.0,84.0,,92.0,,94.0,,88.0,,88.0,,95.0,1.0,95.0,1.0,85.0,,Met,83.5,85.0,A+NG,67.0,86.0,Met,Met,76.6,80.9
2017,970308,,ALL,69.0,,B,60.0,,C,69.0,,,,,,,,,,,,,,,,65.0,,Exceeded,85.1,69.0,C,72.0,64.0,Met,Met,83.6,83.9
2017,970310,,ALL,82.0,,B,78.0,,B,75.0,,,,,,,,,,,,,,,,79.0,,Exceeded,85.6,80.0,B,80.0,80.0,Met,Exceeded,73.3,88.9
2017,970312,,ALL,60.0,,C,52.0,,C,60.0,,,,,,,,,,,,,,,,57.0,,Met,84.5,62.0,C,64.0,59.0,Met,Met,83.9,83.3
2017,970315,,ALL,53.0,,C,61.0,,C,76.0,,95.0,1.0,,,,,,,,,,,,,61.0,,NotMet,59.7,61.0,C,57.0,62.0,Met,NotMet,72.2,64.7
2017,970320,,ALL,,,,,,,,,47.0,,63.0,,54.0,,49.0,,78.0,,95.0,1.0,80.0,,64.0,,NotMet,58.4,63.0,C,,,,,,
2017,970322,,ALL,53.0,,C,58.0,,C,83.0,,95.0,1.0,,,,,,,,,,,,,59.0,,Met,80.9,64.0,C,59.0,61.0,Exceeded,Met,85.5,72.2
2017,970337,,ALL,68.0,,B,57.0,,C,70.0,,,,,,,,,,,,,,,,63.0,,Exceeded,85.4,68.0,C,70.0,63.0,Met,Exceeded,80.5,85.6
2017,970340,,ALL,80.0,,B,60.0,,C,81.0,,,,,,,,,,,,,,,,71.0,,Exceeded,85.8,74.0,B,81.0,64.0,Exceeded,Met,86.5,81.8
2017,970344,,ALL,65.0,,C,61.0,,C,76.0,,,,,,,,,,,,,,,,65.0,,Exceeded,85.6,69.0,C,69.0,65.0,Exceeded,Met,85.0,83.6
2017,970348,,ALL,60.0,,C,52.0,,C,74.0,,,,,,,,,,,,,,,,58.0,,Met,82.7,63.0,C,63.0,58.0,Met,Exceeded,75.8,85.1
2017,970352,,ALL,68.0,,B,58.0,,C,72.0,,,,,,,,,,,,,,,,64.0,,Met,82.2,68.0,C,70.0,63.0,Met,Met,78.2,82.3
2017,970356,,ALL,,,,,,,,,53.0,,42.0,,50.0,,58.0,,79.0,,95.0,,86.0,,65.0,,NotMet,59.1,64.0,C,,,,,,
2017,970358,,ALL,42.0,,D,52.0,,C,74.0,,95.0,1.0,,,,,,,,,,,,,51.0,,Met,81.9,58.0,C,51.0,57.0,Met,Met,84.6,75.4
2017,970360,,ALL,65.0,,C,52.0,,C,52.0,,,,,,,,,,,,,,,,57.0,,Met,83.5,63.0,C,68.0,58.0,Met,Met,82.5,84.1
2017,970368,,ALL,75.0,,B,66.0,,C,73.0,,,,,,,,,,,,,,,,71.0,,Met,83.8,73.0,B,77.0,69.0,Exceeded,Met,85.1,81.0
2017,970370,,ALL,61.0,,C,57.0,,C,74.0,,,,,,,,,,,,,,,,61.0,,Exceeded,90.3,67.0,C,67.0,62.0,Exceeded,Met,90.7,83.2
2017,970376,,ALL,61.0,,C,51.0,,C,69.0,,,,,,,,,,,,,,,,57.0,,Met,73.9,60.0,C,62.0,57.0,NotMet,Met,63.4,82.5
2017,970388,,ALL,,,,,,,,,72.0,,68.0,,67.0,,57.0,,84.0,,95.0,1.0,93.0,,77.0,,Exceeded,91.4,80.0,B,,,,,,
2017,970389,,ALL,51.0,,D,61.0,,C,89.0,,94.0,,,,,,,,,,,,,,63.0,,Met,80.4,66.0,C,52.0,66.0,NotMet,Exceeded,58.5,86.6
2017,970390,,ALL,,,,,,,,,50.0,,51.0,,42.0,,44.0,,76.0,,91.0,,91.0,,62.0,,NotMet,67.1,63.0,C,,,,,,
2017,970392,,ALL,64.0,,C,57.0,,C,81.0,,,,,,,,,,,,,,,,63.0,,NotMet,68.4,64.0,C,63.0,62.0,NotMet,Met,59.3,81.0
2017,970393,,ALL,,,,,,,,,92.0,,95.0,1.0,86.0,,70.0,,,,95.0,1.0,94.0,,90.0,,Met,82.3,88.0,A,,,,,,
2017,980306,Y,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
